Дата,Номер,Документ,Код,Номенклатура,Ед.,Склад,Количество
11.01.2025 11:53:10,30000000087,Расходная накладная 30000000087 от 11.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,10
11.01.2025 11:53:10,30000000087,Расходная накладная 30000000087 от 11.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,25
11.01.2025 11:53:10,30000000087,Расходная накладная 30000000087 от 11.01.2025,010400436_,City  9 ЩРВ-П 12 Прозрач./дв. Systeme Electric,шт,Алматы,1
11.01.2025 12:21:36,20000002345,Расходная накладная 20000002345 от 11.01.2025,030200225_,Распределительная  коробка о/у  с сальниками  85х85х40 IP55 IMT35092 Systeme Electric (72),шт,Алматы,3
11.01.2025 12:49:35,20000002369,Расходная накладная 20000002369 от 11.01.2025,010400436_,City  9 ЩРВ-П 12 Прозрач./дв. Systeme Electric,шт,Алматы,1
11.01.2025 12:49:35,20000002369,Расходная накладная 20000002369 от 11.01.2025,010400444_,City 9 ЩРВ-П 24 Прозрач./дв. Systeme Electric,шт,Алматы,2
11.01.2025 13:06:22,20000002343,Расходная накладная 20000002343 от 11.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,12
11.01.2025 13:06:22,20000002343,Расходная накладная 20000002343 от 11.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,40
11.01.2025 13:06:22,20000002343,Расходная накладная 20000002343 от 11.01.2025,010400444_,City 9 ЩРВ-П 24 Прозрач./дв. Systeme Electric,шт,Алматы,1
13.01.2025 8:58:42,20000002389,Расходная накладная 20000002389 от 13.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,12
13.01.2025 9:01:20,20000002372,Расходная накладная 20000002372 от 13.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,25
13.01.2025 9:05:02,20000002410,Расходная накладная 20000002410 от 13.01.2025,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,500
13.01.2025 9:05:05,20000002411,Расходная накладная 20000002411 от 13.01.2025,020100158_,"K0688 Выкл 1 кл 10А механизм ""ATLAS"" КАРБОН ATN1011 (5)",шт,Алматы,2
13.01.2025 9:05:05,20000002411,Расходная накладная 20000002411 от 13.01.2025,300200472_,"K074 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" КАРБОН ATN1083 (5) ",шт,Алматы,1
13.01.2025 9:05:05,20000002411,Расходная накладная 20000002411 от 13.01.2025,300200518_,"K080 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ""ATLAS"" КАРБОН ATN1085 (5) ",шт,Алматы,1
13.01.2025 9:05:05,20000002411,Расходная накладная 20000002411 от 13.01.2025,300200464_,"K085 Рамка 2-ая ""ATLAS"" КАРБОН ATN1002 (5) ",шт,Алматы,4
13.01.2025 9:05:05,20000002411,Расходная накладная 20000002411 от 13.01.2025,300200466_,"K087 Рамка 4-ая ""ATLAS"" КАРБОН ATN1004 ",шт,Алматы,1
13.01.2025 9:05:05,20000002411,Расходная накладная 20000002411 от 13.01.2025,300200467_,"K088 Рамка 5-ая ""ATLAS"" КАРБОН ATN1005 ",шт,Алматы,1
13.01.2025 9:05:05,20000002411,Расходная накладная 20000002411 от 13.01.2025,300200519_,"K089 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" КАРБОН ATN1065 (5) ",шт,Алматы,4
13.01.2025 9:06:02,30000000095,Расходная накладная 30000000095 от 13.01.2025,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,120
13.01.2025 9:09:55,20000002416,Расходная накладная 20000002416 от 13.01.2025,300200319_,"S422 Выкл 1 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA061011 (90)",шт,Алматы,2
13.01.2025 9:09:55,20000002416,Расходная накладная 20000002416 от 13.01.2025,030200223_,Распределительная  коробка о/у  с сальниками  70х70х40 IP55 IMT35090 Systeme Electric (96),шт,Алматы,5
13.01.2025 9:16:29,20000002421,Расходная накладная 20000002421 от 13.01.2025,300200542_,"K023 Роз. с з/к 16А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN543 (10) ",шт,Алматы,43
13.01.2025 9:16:29,20000002421,Расходная накладная 20000002421 от 13.01.2025,300200543_,"K024 Выкл 1 кл 10А с/у ""ATLAS"" ШАМПАНЬ ATN512 (10) ",шт,Алматы,5
13.01.2025 9:16:29,20000002421,Расходная накладная 20000002421 от 13.01.2025,300200593_,"K0266 Выкл. 2 кл 10А б/рамки ""ATLAS"" ШАМПАНЬ ATN551 (10) NEW",шт,Алматы,9
13.01.2025 9:16:29,20000002421,Расходная накладная 20000002421 от 13.01.2025,300200549_,"K030 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN561 (10) ",шт,Алматы,3
13.01.2025 9:16:29,20000002421,Расходная накладная 20000002421 от 13.01.2025,300200558_,"K039 Рамка 1-ная ""ATLAS"" ШАМПАНЬ ATN501 (10) ",шт,Алматы,26
13.01.2025 9:16:29,20000002421,Расходная накладная 20000002421 от 13.01.2025,300200559_,"K040 Рамка 2-ная ""ATLAS"" ШАМПАНЬ ATN502 (10) ",шт,Алматы,19
13.01.2025 9:16:29,20000002421,Расходная накладная 20000002421 от 13.01.2025,300200560_,"K041 Рамка 3-ная ""ATLAS"" ШАМПАНЬ ATN503 (15) ",шт,Алматы,1
13.01.2025 9:16:29,20000002421,Расходная накладная 20000002421 от 13.01.2025,300200563_,"K044 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN565 (10) ",шт,Алматы,3
13.01.2025 9:18:45,20000002431,Расходная накладная 20000002431 от 13.01.2025,300200323_,"S426 Роз  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010111 (72)",шт,Алматы,12
13.01.2025 9:18:45,20000002431,Расходная накладная 20000002431 от 13.01.2025,300200324_,"S427 Роз  2-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",шт,Алматы,10
13.01.2025 9:18:45,20000002431,Расходная накладная 20000002431 от 13.01.2025,300200326_,"S429 Роз 3-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010311 (30)",шт,Алматы,10
13.01.2025 9:18:45,20000002431,Расходная накладная 20000002431 от 13.01.2025,300200328_,"S431 Роз 4-ная  о/у с з/к со штор. 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA011411 (24)",шт,Алматы,15
13.01.2025 9:32:43,20000002475,Расходная накладная 20000002475 от 13.01.2025,300200296_,"S384 Выкл 1 кл 10А с/у ""ATLAS"" белый ATN112  (15)",шт,Алматы,5
13.01.2025 9:38:51,20000002499,Расходная накладная 20000002499 от 13.01.2025,010400436_,City  9 ЩРВ-П 12 Прозрач./дв. Systeme Electric,шт,Алматы,3
13.01.2025 9:38:51,20000002499,Расходная накладная 20000002499 от 13.01.2025,010400432_,City 9 ЩРВ-П  8 Прозрач./дв. Systeme Electric,шт,Алматы,2
13.01.2025 9:38:51,20000002499,Расходная накладная 20000002499 от 13.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,30
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200910_,"G127 Роз. с з/к 16А механизм ""ARTGALLERY"" мокко GAL0643 (10)   ",шт,Алматы,13
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200912_,"G129 Выкл. 1 кл 10А ""ARTGALLERY"" мокко GAL0611 (10)   ",шт,Алматы,4
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200914_,"G131 Выкл. 2 кл 10А механизм ""ARTGALLERY"" мокко GAL0651 (10)   ",шт,Алматы,1
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200916_,"G133 Роз. комп. RJ45 6A механизм, ""ARTGALLERY"" мокко GAL0686 (5)  ",шт,Алматы,1
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200917_,"G134 Переключ. 1 кл механизм ""ARTGALLERY"" мокко GAL0661 (10)    ",шт,Алматы,2
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200918_,"G135 Перекрест. переключ. 1 кл ""ARTGALLERY"" мокко GAL0671 (5)   ",шт,Алматы,1
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200920_,"G137 Роз. TV оконечная механизм ""ARTGALLERY"" мокко GAL0691 (5)  ",шт,Алматы,1
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200921_,"G138 Рамка 1-ная ""ARTGALLERY"" мокко GAL0601 (20)    ",шт,Алматы,1
13.01.2025 9:40:02,20000002504,Расходная накладная 20000002504 от 13.01.2025,300200922_,"G139 Рамка 2-ная ""ARTGALLERY"" мокко GAL0602 (10)    ",шт,Алматы,5
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200428_,"A398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" алюминий ATN343 (10)",шт,Алматы,15
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200785_,"G002 Выкл. 1 кл 10А ""ARTGALLERY"" алюминий GAL0311 (10)   ",шт,Алматы,1
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200795_,"G012 Рамка 1-ная ""ARTGALLERY"" алюминий GAL0301 (20)    ",шт,Алматы,1
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200833_,"G050 Выкл. 1 кл 10А ""ARTGALLERY"" лотос GAL1311 (5)   ",шт,Алматы,6
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200835_,"G052 Выкл. 2 кл 10А механизм ""ARTGALLERY"" лотос GAL1351 (5)   ",шт,Алматы,8
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200839_,"G056 Переключ. 1 кл механизм ""ARTGALLERY"" лотос GAL1361 (5)    ",шт,Алматы,5
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200842_,"G059 Роз. с з/к 16А механизм ""ARTGALLERY"" лотос GAL1343 (5)   ",шт,Алматы,44
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200844_,"G061 Роз. с з/к с/ш с крышкой 16А механизм IP20 ""ARTGALLERY"" лотос GAL1346 (5) ",шт,Алматы,2
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200846_,"G063 Рамка 1-ная ""ARTGALLERY"" лотос GAL1301 (10)    ",шт,Алматы,23
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200847_,"G064 Рамка 2-ная ""ARTGALLERY"" лотос GAL1302 (5)    ",шт,Алматы,10
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200848_,"G065 Рамка 3-ная ""ARTGALLERY"" лотос GAL1303 (5)    ",шт,Алматы,1
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200849_,"G066 Рамка 4-ная ""ARTGALLERY"" лотос GAL1304 (5)    ",шт,Алматы,7
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200851_,"G068 Переключ. 2 кл механизм ""ARTGALLERY"" лотос GAL1365 (5)    ",шт,Алматы,1
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200853_,"G070 Вывод кабеля механизм ""ARTGALLERY"" лотос GAL1399 (5)   ",шт,Алматы,2
13.01.2025 9:40:50,20000002507,Расходная накладная 20000002507 от 13.01.2025,300200859_,"G076 Выкл. 2 кл 10А механизм ""ARTGALLERY"" карбон GAL1051 (5)   ",шт,Алматы,1
